status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
127857990695807_971357643012500,"""Harold felt the date might have gone off the rails around the time they started throwing live dynamite into the swimming hole.""

Get Crushed... Valentine's Day, our way! The sale lasts until Valentine's Day.

https://www.mysteriouspackage.com",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/971357643012500/?type=3,2018-02-10 16:45:09,12,4,2,10,0,0,2,0,0
127857990695807_971121023036162,"""Harold felt the date might have gone off the rails around the time they started throwing live dynamite into the swimming hole.""

Get Crushed! Our sale lasts until Valentine's Day.

https://www.mysteriouspackage.com",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/971121023036162/?type=3,2018-02-10 07:48:01,13,0,2,8,0,0,5,0,0
127857990695807_970836266397971,"""I want to bear our beautiful children!"" echoed across the deck. Instantly, Julia regretted the suggestion that they count down from three before shouting out their biggest secret. 

""I'm your brother,"" Malcolm repeated, just to be sure that she heard him. 

Get Crushed. Our sale lasts until Valentine's Day.

https://www.mysteriouspackage.com",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/970836266397971/?type=3,2018-02-09 18:38:49,13,7,6,11,1,0,1,0,0
127857990695807_970784229736508,"In a rare public acknowledgement, our Experience Q*u*e*s*t of the W*e*r*e*j*a*g*u*a*r is reaching the end of its current lot, and is scheduled to be archived. We will still honour the $80 discount from our Get Crushed sale despite its increasing scarcity, so act quickly! Quantities are limited and we do not know how long they will last!

https://www.mysteriouspackage.com/products/qwj",Quest of the Werejaguar,link,https://www.mysteriouspackage.com/products/qwj,2018-02-09 15:44:20,12,3,0,10,1,0,0,1,0
127857990695807_969967683151496,"""Gerald was now realizing just how much of a hot-head Pierre could be, and conceded that, it's true, he had chosen the restaurant and, yes, it would only be fair that Pierre choose the movie. ""After you,"" he said, the tension subsiding."" 

""Get Crushed!"" Our Valentine's Sale for all lovers, hot-headed or not.

https://www.mysteriouspackage.com",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/969967683151496/?type=3,2018-02-08 07:48:04,13,2,0,10,1,0,2,0,0
127857990695807_969700686511529,"""Do you want to know the best place to find love? Look for Jon Longjohn! He can tell you where to go, though… .don't ask Jon Longjohn for love… Jon cannot be loved."" 

Valentine's Day the Mysterious Package Company Way.

Our ""Get Crushed"" sale is now on. 

https://www.mysteriouspackage.com",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/969700686511529/?type=3,2018-02-07 16:45:05,12,1,0,11,1,0,0,0,0
127857990695807_969455773202687,"""Herman wanted to surprise Mildred by popping the question in their favourite garden. But it was Herman who was surprised when Mildred insisted on a prenup and produced the legal documents… already dated and signed by a notary public.""

Get Crushed: Valentine's Day the Mysterious Package Company way.

See what's on sale now at https://www.mysteriouspackage.com",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/969455773202687/?type=3,2018-02-07 07:48:00,18,3,1,12,0,0,6,0,0
127857990695807_968978653250399,"""They say opposites attract! But when Barbara fell for Greigore the Lute player, she expected a lot more lute playing, and a lot less pigeon talk."" Valentine's Day the Mysterious Package Company way: Get Crushed! 

https://www.mysteriouspackage.com",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/968978653250399/?type=3,2018-02-06 07:48:00,20,3,3,18,2,0,0,0,0
127857990695807_968682226613375,"""I only have eye for you!"" the Cyclops says. What he doesn't know is that Juniper is faking, and she is about to unleash her furious roundhouse kick, known locally among prize fighters as ""The Poundhouse."" 

Valentine's Day, the Mysterious Package Company way. Our ""Get Crushed"" sale is on now.

https://www.mysteriouspackage.com",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/968682226613375/?type=3,2018-02-05 17:45:00,24,1,3,20,3,0,1,0,0
127857990695807_968624369952494,"""If Beatrice can pick the hand with the wedding ring Bernard will marry her. Unfortunately, Bernard is a master of leger-de-main. 42 years. 42  guesses. 42 perfectly executed French Drops.""

Valentines Day, the Mysterious Package Company way. The ""Get Crushed"" sale is on now.

https://www.mysteriouspackage.com",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/968624369952494/?type=3,2018-02-05 15:09:11,21,2,2,19,2,0,0,0,0
127857990695807_966469900167941,"""But he that dares not grasp the thorn should never crave the rose."" — Anne Bronte

https://mysteriouspackage.com/collections/experiences",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/966469900167941/?type=3,2018-02-01 20:00:51,28,2,4,25,3,0,0,0,0
127857990695807_966454243502840,Presented without comment.,Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/966454243502840/?type=3,2018-02-01 19:00:11,25,2,0,24,0,0,1,0,0
127857990695807_966434230171508,"""If you enjoy the fragrance of a rose, you must accept the thorns which it bears."" — Isaac Hayes.",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/966434230171508/?type=3,2018-02-01 18:00:04,31,7,7,28,3,0,0,0,0
127857990695807_966413240173607,"Presented without comment.

https://mysteriouspackage.com/collections/experiences",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/966413240173607/?type=3,2018-02-01 17:00:18,5,0,0,5,0,0,0,0,0
127857990695807_966361236845474,"Presented without comment.

https://mysteriouspackage.com/collections/experiences",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/966361236845474/?type=3,2018-02-01 15:00:58,14,0,1,13,1,0,0,0,0
127857990695807_961321110682820,"I would be remiss if I did not mention that everything we have in our store is currently discounted. I've been told it's the largest sale we've ever had, with some Experiences reduced in price by as much as 50%. I've heard nothing about a name for this promotion... or a reason or anything really... so, I suppose it's no big deal? Just another sale! That is the last thing I will say on the subject for now. Enjoy this photograph of an invisible man buried in leaves that I made.",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/961321110682820/?type=3,2018-01-23 11:01:43,87,18,8,71,9,1,5,1,0
127857990695807_946091912205740,"Members can now access all of our free 2017 Dread Holiday traditions, including three printable ornaments, a delicious drink, a ghastly recipe, a tale and a carol. For members only. If you aren't a member, apply today.
 
https://www.mysteriouspackage.com/dread-holidays",,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/946090388872559/?type=3,2017-12-25 19:34:25,92,11,16,79,13,0,0,0,0
127857990695807_943895205758744,"Do you have a friend who could use some extra responsibility? Can you trust them to put goodness and all of humanity ahead of evil and the promise of absolute power, everlasting life and anything else that they desire in exchange for the release of an all-powerful being from their glassy prison? 

If you answered ""Yes"" to both of these questions, you are in luck! Demon Jar is on sale!",The Mysterious Package Company,link,https://www.mysteriouspackage.com/?utm_content=buffer70d28&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer,2017-12-21 16:45:11,83,8,14,75,7,1,0,0,0
127857990695807_939469896201275,"As we approach the end of the Dread Holiday season, we share the time-honoured traditions we have celebrated year after year. 

Precisely ""year after year."" 

It is our second year celebrating them. So we are offering you a goat, among other things!",The Dread Holidays Traditions,link,https://www.mysteriouspackage.com/dread-holidays?utm_content=buffer4f7f2&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer,2017-12-13 07:48:03,32,9,7,28,1,0,3,0,0
127857990695807_938198319661766,"Despite only being two years old the Dread Holidays have already a rich tapestry of traditions, and we are excited to share some of our Dread Holiday traditions with members. The first two are:

• A Dread Holidays tale, the sweet story about a girl and her cat.†
• An official ornament you can print celebrate one our most beloved antiheroes of the season.º

There are more to come through the Dread Holiday season. You can choose to return to the page at your leisure, or wait for our notices when something new is available!

https://www.mysteriouspackage.com/dread-holidays

† Read through to the conclusion before reading this story allowed to your children

º Please remember: our ornaments are not meant to be hung on a tree (though to each their own, I suppose it could work!). Traditionally, we hang them in the darkest corner of our house, above a bowl of autumn leaves... you... saved some autumn leaves in a bowl, didn't you? If not, paper cutouts of leaves, or a reasonable facsimile, will not disrupt the holiday season!",Login | The Mysterious Package Company,link,https://www.mysteriouspackage.com/dread-holidays,2017-12-10 19:12:11,42,5,4,40,2,0,0,0,0
127857990695807_936838463131085,We neither confirm nor deny that our Gift Guide offers non-members an unprecedented insight into the offerings of Mysterious Package Company...,The Official Dread Holidays Gift Guide,link,https://www.mysteriouspackage.com/gift-guide-public?utm_content=buffer1471f&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer,2017-12-08 07:48:00,75,10,9,69,6,0,0,0,0
127857990695807_936545799827018,"It is our second year celebrating The Dread Holidays and would be most honoured if you were to join us. We will soon be sharing some of our traditional symbols, tales and songs, both here and through our weekly missives sent to members.  The Dread Holidays is also a time of giving, so members can enjoy deep discounts on many of our goods!

So monitor your inboxes closely for our Dread Holiday surprises. And if you are not yet a member, remember: there is a 100% likelihood that those who do not apply will not be accepted. Apply now!",Spread the Dread!,link,https://www.mysteriouspackage.com/?utm_content=buffer0c7a2&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer,2017-12-07 16:45:01,35,7,5,32,2,1,0,0,0
127857990695807_936052036543061,"In the rainforest of Guatemala, there is an entire civilization lost to history, and forgotten by all but one... that is, until an unexpected letter arrives in your mailbox. For members only, and for a very limited time, the Quest is $15 off the regular price. Are you ready for an adventure?",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/936052036543061/?type=3,2017-12-06 16:45:13,36,3,5,32,3,1,0,0,0
127857990695807_934620906686174,"Since they're stories you can touch, 
you'll need no manual to use 'em.
Though we recognize we're strange, 
so here's a guide to help you choose 'em.

https://www.mysteriouspackage.com/gift-guide-public",The Mysterious Package Company,link,https://www.mysteriouspackage.com/gift-guide-public,2017-12-04 07:15:00,28,7,12,25,3,0,0,0,0
127857990695807_931374103677521,"It is the final hour! 

This Aweful Weekend will soon be over, and as it passes so too does our Aweful Weekend Sale: all Experiences on sale! I repeat, all Experiences are on sale for one more hour.

Once the bell strikes 12:00 EST, when the chimes ring us free of Monday and transport us to Tuesday, the sales will no longer be available.  We can also assure you that the first mailing will arrive on your recipient's door stoop, or in their mailbox if ordered before midnight tonight! EST

Act now. Order an Experience for a loved one, and let us do the rest of the work.",,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/931371940344404/?type=3,2017-11-27 23:00:30,13,6,5,13,0,0,0,0,0
127857990695807_931231843691747,"There once was a member on Facebook
Who didn't know what shape his face took.
He tried for a smile,
But it took him awhile,
And the rampage that occurred the moment he realized that he had missed the end of the Aweful Weekend Sale wasting time trying to smile REALLY got under his skin, so he destroyed three coffee shops, a florist, and a luxury dog grooming salon...

... which is chronicled well in his casebook.",,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/931230513691880/?type=3,2017-11-27 17:00:00,19,2,2,12,2,1,4,0,0
127857990695807_931230320358566,The Aweful Weekend Sale ends soon... it would be awful if you missed it! https://www.mysteriouspackage.com,,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/931230157025249/?type=3,2017-11-27 15:00:00,9,1,1,9,0,0,0,0,0
127857990695807_930733707074894,"The Aweful Weekend Sale is drawing to a close! Several of our sales will end at 11:59 pm EST.  In typical fashion, we have not been informed which offers, if any, continue through the Dread Holidays and which will end after the Aweful Weekend comes to a close, so act now!",,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/930733550408243/?type=3,2017-11-27 07:45:00,11,1,2,10,1,0,0,0,0
127857990695807_930732770408321,"Read the following scenarios. To which two would you say ""DON'T DO IT!"" and which one ""ACT NOW!""

• You are a member of The Mysterious Package Company. All Experiences are on sale, but only until tomorrow evening.

• You are in a government office. A lightboard across the room glows the number '65.' You hold a ticket which reads '59' and have waited for over an hour to be called. Someone sits beside you and offers you a trade. Their number for yours. They have number '142.'

• You play a cartoonishly evil villain in movies. One day you are recognized, and your fans encourage you to deliver a popular line in which you scream a list of shocking, horrible acts the character has done to their enemies. You are in an airport, approaching a security checkpoint.",,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/930732320408366/?type=3,2017-11-26 17:45:00,15,4,2,14,1,0,0,0,0
127857990695807_930719127076352,"For everyone who has everything and wants for nothing, there is another who would like a real, solid, straightforward answer when asked ""No, seriously what do you want??."" Give them an Experience this Dread Holiday: they are all on sale, anyway. 
https://www.mysteriouspackage.com",,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/930718877076377/?type=3,2017-11-26 12:11:46,34,7,5,29,3,2,0,0,0
127857990695807_930326960448902,"During our Aweful Weekend we have a reduced rate for everything, which should  to help you find gifts for the friend who has everything; for the friend who wants nothing, and for the person in your life who needs something, but won't tell you what!",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/930326960448902/?type=3,2017-11-25 16:45:07,30,1,4,30,0,0,0,0,0
127857990695807_930010197147245,"During our Aweful Weekend, we have offers to help you find gifts for anyone! From siblings, parents, and cousins, to teachers, doctors, your barista, RMT, dog walker…heck, even, even your favourite Facebook social media person? 

You know, that one who rarely says anything helpful... interjects themselves in your conversation! Wouldn't it feel glorious to give THEM a gift this season??

https://www.mysteriouspackage.com

... it was worth a try... 

The offer still stands! Every Experience is on sale, and we have something for every everyone... including your friendly neighbourhood social med... NOPE! It already sounds weird...",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/930010197147245/?type=3,2017-11-25 07:00:30,56,5,10,51,0,0,5,0,0
127857990695807_929518603863071,"Now is the time when Dread comes face-to-face with wonder. 
The Aweful Weekend Sale has begun and all of our ███████ are discounted, including Hunt █████████████ and ████ the Cult.",The Mysterious Package Company,link,https://www.mysteriouspackage.com/?utm_source=facebook&utm_medium=organic&utm_content=FB&utm_campaign=AWS,2017-11-24 07:10:12,122,10,13,105,12,4,1,0,0
127857990695807_924233974391534,"We all have it, feel we never have enough, and when we have too much we are compelled to waste it.
We spend most of it planning for where it might take us, devote much of it dreaming about where it had previously been, and the best way to feel it as it happens is to stop and do nothing for awhile, which very few of us can do.
It is a river and it can fly. It's best to be on it as only it will tell, and when making it we prefer to make it well. You do not want to do it, and it will not wait for you, or anyone, really.
And if you are pushing it to its limits, and you lose someone you love in it, what option is there but to jump in and find them?
Tempus Fugit. 15% off.",,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/924233927724872/?type=3,2017-11-14 09:33:17,83,6,17,69,14,0,0,0,0
127857990695807_920092831472315,"We neither confirm nor deny that a previously unknown, recently discovered, nearly 4,000 ft² room in the Great Pyramid is a part of an elaborate publicity stunt to promote our new experience, The H███ for the █████en T███.",Mysterious Void Discovered in Egypt's Great Pyramid,link,https://news.nationalgeographic.com/2017/11/great-pyramid-giza-void-discovered-khufu-archaeology-science/,2017-11-06 07:35:00,217,22,37,173,21,7,16,0,0
127857990695807_911744982307100,Presented without comment...,,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/911744905640441/?type=3,2017-10-19 21:53:03,42,9,2,33,5,2,1,0,1
127857990695807_911131565701775,Presented without comment...,Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/911131565701775/?type=3,2017-10-18 16:49:43,53,11,3,46,4,1,2,0,0
127857990695807_877993405682258,Sudden summer sale. $17 off all MPC Experiences. Which will you choose?,Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/877993405682258/?type=3,2017-08-09 21:11:21,118,21,11,106,5,7,0,0,0
127857990695807_874781559336776,The most disreputable dregs ever to sail the seas carry out an impressive heist together. The Lost Treasure of John Augur,Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/874781559336776/?type=3,2017-08-04 14:02:04,128,8,16,115,9,4,0,0,0
127857990695807_870668649748067,There is no honour among thieves. The Lost Treasure of John Augur is an adventure on the high seas set in both the 18th century and modern day. ☠️⚓️⚔️,Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/870668649748067/?type=3,2017-07-27 15:20:52,148,8,17,133,13,2,0,0,0
127857990695807_870006636480935,"Whether you are feeling that brand of bravery that comes with either intense curiosity or foolish naïveté, we have a story to tell you about a breakthrough, an accident, and a final moment of contrition.",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/870006636480935/?type=3,2017-07-26 10:30:24,123,11,13,112,9,1,1,0,0
127857990695807_865342843613981,Distance means nothing when faced with enough time. #tempusfugit 🕰,Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/865342843613981/?type=3,2017-07-18 08:58:41,203,8,36,180,23,0,0,0,0
127857990695807_865324596949139,,The Mysterious Package Company,link,https://www.mysteriouspackage.com/,2017-07-18 08:24:41,207,43,0,178,24,5,0,0,0
127857990695807_864754480339484,"If you or someone you know dreams of travelling, not to a tropical island or distant city, but instead through the channels of time, we recommend our Tempus Fugit experience. ⌛️⏱⏳",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/864754480339484/?type=3,2017-07-17 08:55:32,235,14,26,203,22,8,0,0,2
127857990695807_813300258818240,"~~ The following was written exclusively to share on Facebook as an example of the sorts of articles one might find in Curios and Conundrums, our subscription box for the literarily deranged. Today is your last chance to subscribe and receive this quarter's edition. We thank the Editor for their generosity. ~~

Forerunners of Victorian Madness:
Charles Lamb (1775-1834) & Mary Lamb (1764 - 1847)

The Lamb siblings were literary lights of their day. Both were, at different times, considered mad and institutionalized. The Lambs are perhaps best known for their contribution to English letters with Tales from Shakespeare (1807), a prose adaptation of Shakespeare's plays aimed at young readers.

Charles spent six weeks at the madhouse at Hoxton in 1795, a time he describes in a letter to Coleridge as ""spent very agreeably."" Charles continues proudly that he has ""got somewhat rational now, and don't bite anyone."" Just a year later, in September 1796, Mary was briefly confined to Islington after stabbing her and Charles's mother to death in a fit of rage. The mad were not incarcerated for their crimes until what's known as the M'Naghten Rules came into effect (see forthcoming issue of Curios and Conundrums), so Mary was released into her brother's care, and the two lived and worked together until Charles's death from an infection in 1834. Happily for them, Mary's homicidal attack did not seem to impinge on their social life or status and their home became a popular salon for the literati of the day; Coleridge, Shelley, William and his sister Dorothy Wordsworth, were frequent attendees.",For The Literarily Deranged,link,https://www.mysteriouspackage.com/?utm_source=facebook.com&utm_medium=social&utm_campaign=CnC4-1-CML,2017-04-17 07:30:00,253,36,40,212,21,18,2,0,0
127857990695807_812504955564437,"~~ The following was composed exclusively for our followers on Facebook by a contributors to Curios and Conundrums, our subscription box for the literarily deranged. We thank the Editor and author for their generosity. ~~

Friedrich Nietzsche (1844-1900)

German philosopher Friedrich Nietzsche, while in Turin, Italy in 1889  had a severe breakdown from which he never fully recovered. He was quickly taken back to Germany by friends where he was institutionalized and subsequently cared for by his mother and then sister. It has been largely accepted that his dementia was caused by tertiary syphilis; that diagnosis, however, has been challenged in the 21st century. 

Nietzsche's philosophy was always iconoclastic and he was prone to a certain amount of grandiosity — Nietzsche claimed in 1884, well before his breakdown, that his book, Thus Spake Zarathustra, was the ''most significant book of all times and peoples that ever existed.'' The period between 1882 and his breakdown was extremely prolific. In this period he added to new editions of previous works as well as publishing seven books, including some of his most influential: Zarathustra (1883-85), Beyond Good and Evil (1886), and On the Genealogy of Morals (1887).",For The Literarily Deranged,link,https://www.mysteriouspackage.com/?utm_source=facebook.com&utm_medium=social&utm_campaign=CnC4-1-FN,2017-04-15 11:00:00,168,22,39,146,17,5,0,0,0
127857990695807_810988892382710,"~~ The following was written exclusively to share on Facebook as an example of the sorts of articles one might find in Curios and Conundrums, our subscription box for the literarily deranged. We thank the Editor for their generosity. ~~

Charlotte Perkins Gilman (1860-1935)

In 1892 Charlotte Perkins Gilman published ""The Yellow Wallpaper,"" a tale of a woman who goes mad as the result of treatment for nervous depression. The story is a fictionalization of Gilman's real treatment by Silas Weir Mitchell, who advanced the ""rest cure"" treatment for ""hysterical"" women. As the narrator explains, the treatment involves ""phosphates or phosphites which ever it is, and tonics, and journeys, and air, and exercise, and [I] am absolutely forbidden to 'work' until I am well again."" Rather than getting well, the narrator falls deeper and deeper into hallucinogenic delirium, believing there is a woman living in the wallpaper of her room.

As it happens, Silas Weir Mitchell's 21st-century descendant, also named Silas Weir Mitchell, is a television actor. This Mitchell plays a werewolf-like creature called a Wesson who fights supernatural foes with his friend who happens to come from a long line of monster-hunters called Grimms. These people are fictional descendants of Wilhelm and Jacob Grimm, the real-world collectors and editors of Europe's most famous fairy tales.  

We can neither confirm nor deny that the Wessons, the Grimms, or the woman who escaped from Gilman's wallpaper are currently working in the Curios & Conundrum's Victorian London office.",For The Literarily Deranged,link,https://www.mysteriouspackage.com/?utm_source=FB&utm_medium=post&utm_campaign=CnC4-1&utm_content=CPG,2017-04-13 11:00:00,193,14,39,162,21,8,2,0,0
127857990695807_786587268156206,"After an outage that has lasted much of the day, our website is  once again online!",,status,,2017-02-28 15:37:19,233,25,0,216,14,0,3,0,0
127857990695807_776142589200674,We neither confirm nor deny that we are unable to decide which side we would have rooted for.,Pirate hunters risked their lives to bring the Golden Age of Piracy to a close,link,https://www.thevintagenews.com/2017/02/09/pirate-hunters-risked-their-lives-to-bring-the-golden-age-of-piracy-to-a-close/,2017-02-09 14:02:37,231,17,36,207,14,4,5,1,0
